ID,Gender,Age,Member Since,Income,# of Orders,,,,,,,,
14089, M,56,20171018,49000,17,,,,,,,,
14090, M,30,20160719,51000,24,,,,,,,,
14091, M,56,20170922,60000,61,,,,,,,,
14092, M,77,20171012,65000,38,,,,,,,,
14093, F,72,20170711,77000,24,,,,,,,,
14094, M,37,20171220,64000,5,,,,,,,,
14095, M,63,20171018,100000,12,,,,,,,,
14096, M,64,20170320,40000,4,,,,,,,,
14097, F,49,20170205,55000,42,,,,,,,,
14098, M,30,20171112,33000,11,,,,,,,,
14099, F,54,20160712,103000,4,,,,,,,,
14100, M,71,20170924,55000,11,,,,,,,,
14101, M,29,20180330,56000,7,,,,,,,,
14102, M,51,20180220,44000,7,,,,,,,,
14103, M,57,20170514,56000,23,,,,,,,,
14104, F,52,20170822,62000,10,,,,,,,,
14105, F,69,20171121,54000,6,,,,,,,,
14106, M,32,20150923,44000,29,,,,,,,,
14107, M,59,20160307,69000,16,,,,,,,,
14108, F,62,20161212,70000,8,,,,,,,,
14109, F,32,20151114,65000,4,,,,,,,,
14110, M,47,20171223,62000,4,,,,,,,,
14111, M,88,20160402,68000,16,,,,,,,,
14112, M,27,20151210,43000,11,,,,,,,,
14113, M,46,20170209,45000,12,,,,,,,,
14114, F,64,20151127,76000,15,,,,,,,,
14115, M,28,20150207,71000,13,,,,,,,,
14116, M,56,20171206,87000,4,,,,,,,,
14117, M,42,20180525,43000,6,,,,,,,,
14118, F,18,20170827,64000,12,,,,,,,,
14119, F,82,20160613,106000,8,,,,,,,,
14120, M,48,20180325,79000,36,,,,,,,,
14121, M,52,20160414,56000,21,,,,,,,,
14122, M,41,20170730,53000,5,,,,,,,,
14123, M,71,20170624,75000,28,,,,,,,,
14124, M,37,20160811,82000,5,,,,,,,,
14125, F,40,20140225,41000,6,,,,,,,,
14126, F,66,20161017,66000,15,,,,,,,,
14127, M,72,20150722,75000,71,,,,,,,,
14128, M,57,20150812,111000,17,,,,,,,,
14129, F,35,20151016,60000,14,,,,,,,,
14130, M,28,20150825,48000,4,,,,,,,,
14131, M,39,20160430,32000,7,,,,,,,,
14132, M,52,20180402,51000,6,,,,,,,,
14133, F,25,20170129,56000,43,,,,,,,,
14134, M,63,20170703,120000,11,,,,,,,,
14135, F,48,20171212,51000,5,,,,,,,,
14136, F,70,20160330,81000,9,,,,,,,,
14137, M,35,20180122,69000,5,,,,,,,,
14138, M,60,20180318,38000,39,,,,,,,,
14139, F,46,20180617,34000,13,,,,,,,,
14140, M,30,20170730,61000,14,,,,,,,,
14141, M,66,20170815,46000,13,,,,,,,,
14142, M,56,20160923,57000,14,,,,,,,,
14143, M,68,20160510,116000,6,,,,,,,,
14144, M,26,20140118,62000,22,,,,,,,,
14145, O,63,20160826,71000,19,,,,,,,,
14146, F,55,20170829,74000,13,,,,,,,,
14147, F,73,20151030,58000,5,,,,,,,,
14148, M,82,20170807,114000,8,,,,,,,,
14149, M,58,20160212,34000,7,,,,,,,,
14150, M,25,20131229,67000,8,,,,,,,,
14151, F,69,20160212,79000,7,,,,,,,,
14152, M,59,20150807,31000,22,,,,,,,,
14153, F,39,20170102,34000,23,,,,,,,,
14154, F,55,20140411,53000,6,,,,,,,,
14155, F,60,20171007,35000,8,,,,,,,,
14156, M,91,20160613,33000,25,,,,,,,,
14157, M,48,20151105,52000,4,,,,,,,,
14158, M,70,20171231,66000,18,,,,,,,,
14159, F,51,20160228,54000,6,,,,,,,,
14160, M,64,20160320,74000,17,,,,,,,,
14161, M,81,20180610,62000,4,,,,,,,,
14162, M,91,20170602,86000,6,,,,,,,,
14163, F,71,20180328,55000,6,,,,,,,,
14164, F,46,20170928,78000,9,,,,,,,,
14165, M,54,20150827,50000,4,,,,,,,,
14166, M,20,20170720,37000,9,,,,,,,,
14167, F,38,20170811,37000,9,,,,,,,,
14168, M,53,20171018,80000,32,,,,,,,,
14169, M,51,20160504,86000,19,,,,,,,,
14170, M,77,20170810,98000,4,,,,,,,,
14171, F,68,20170512,95000,38,,,,,,,,
14172, M,36,20171120,43000,49,,,,,,,,
14173, M,43,20160425,31000,22,,,,,,,,
14174, F,49,20180314,76000,7,,,,,,,,
14175, M,59,20180427,67000,4,,,,,,,,
14176, M,95,20170421,72000,6,,,,,,,,
14177, M,28,20180302,39000,7,,,,,,,,
14178, F,66,20171118,63000,8,,,,,,,,
14179, M,70,20170615,77000,32,,,,,,,,
14180, F,19,20160204,60000,9,,,,,,,,
14181, M,28,20180315,37000,8,,,,,,,,
14182, M,55,20171203,49000,4,,,,,,,,
14183, F,78,20160428,84000,16,,,,,,,,
14184, F,61,20160401,96000,14,,,,,,,,
14185, M,25,20170914,64000,11,,,,,,,,
14186, M,19,20160128,74000,12,,,,,,,,
14187, M,51,20161214,114000,21,,,,,,,,
14188, F,26,20180211,73000,5,,,,,,,,
14189, M,67,20161215,88000,4,,,,,,,,
14190, F,56,20171109,73000,5,,,,,,,,
14191, F,73,20170617,82000,8,,,,,,,,
14192, F,55,20170824,89000,16,,,,,,,,
14193, F,83,20171026,72000,4,,,,,,,,
14194, F,90,20160306,79000,18,,,,,,,,
14195, M,67,20171229,77000,8,,,,,,,,
14196, M,48,20170615,73000,37,,,,,,,,
14197, O,73,20170704,64000,8,,,,,,,,
14198, F,62,20150525,78000,46,,,,,,,,
14199, M,66,20180218,118000,14,,,,,,,,
14200, F,62,20170719,80000,17,,,,,,,,
14201, M,58,20180625,86000,12,,,,,,,,
14202, M,24,20160525,36000,4,,,,,,,,
14203, F,70,20171001,81000,6,,,,,,,,
14204, M,75,20170312,94000,4,,,,,,,,
14205, M,26,20180209,60000,23,,,,,,,,
14206, F,55,20171215,99000,9,,,,,,,,
14207, F,71,20180712,100000,8,,,,,,,,
14208, M,53,20180511,67000,19,,,,,,,,
14209, M,57,20171028,80000,9,,,,,,,,
14210, M,48,20150418,31000,34,,,,,,,,
14211, F,57,20161022,88000,8,,,,,,,,
14212, M,44,20170611,74000,7,,,,,,,,
14213, M,20,20180519,34000,13,,,,,,,,
14214, F,86,20171215,82000,4,,,,,,,,
14215, F,59,20160508,32000,17,,,,,,,,
14216, F,41,20160603,34000,6,,,,,,,,
14217, M,24,20131224,46000,5,,,,,,,,
14218, F,35,20140104,70000,14,,,,,,,,
14219, F,58,20170729,89000,4,,,,,,,,
14220, M,52,20171120,88000,8,,,,,,,,
14221, M,65,20180305,56000,45,,,,,,,,
14222, F,73,20170420,77000,5,,,,,,,,
14223, F,82,20171106,84000,5,,,,,,,,
14224, M,62,20140907,42000,31,,,,,,,,
14225, F,71,20160806,93000,14,,,,,,,,
14226, M,36,20180104,31000,18,,,,,,,,
14227, F,73,20171014,31000,10,,,,,,,,
14228, M,60,20180317,84000,23,,,,,,,,
14229, M,63,20170803,45000,9,,,,,,,,
14230, M,40,20150916,78000,100,,,,,,,,
14231, F,49,20180322,31000,41,,,,,,,,
14232, M,44,20180421,48000,31,,,,,,,,
14233, M,26,20170818,41000,5,,,,,,,,
14234, M,47,20160802,52000,16,,,,,,,,
14235, M,48,20171028,68000,5,,,,,,,,
14236, F,80,20151218,72000,4,,,,,,,,
14237, M,49,20170907,42000,11,,,,,,,,
14238, M,69,20180613,73000,11,,,,,,,,
14239, M,47,20151018,38000,4,,,,,,,,
14240, M,53,20160906,95000,43,,,,,,,,
14241, M,71,20180425,71000,7,,,,,,,,
14242, M,41,20170107,61000,11,,,,,,,,
14243, M,53,20160409,58000,44,,,,,,,,
14244, F,81,20171028,96000,12,,,,,,,,
14245, F,30,20171122,42000,15,,,,,,,,
14246, F,31,20170409,60000,25,,,,,,,,
14247, M,57,20150609,60000,11,,,,,,,,
14248, M,42,20151002,67000,6,,,,,,,,
14249, M,30,20170416,70000,53,,,,,,,,
14250, M,56,20171024,61000,7,,,,,,,,
14251, F,74,20160519,66000,4,,,,,,,,
14252, M,33,20161114,56000,16,,,,,,,,
14253, M,49,20170608,91000,34,,,,,,,,
14254, M,32,20171011,34000,5,,,,,,,,
14255, M,36,20180321,52000,8,,,,,,,,
14256, M,51,20161115,57000,8,,,,,,,,
14257, F,77,20180101,75000,4,,,,,,,,
14258, F,61,20170402,119000,22,,,,,,,,
14259, F,62,20160830,107000,13,,,,,,,,
14260, M,59,20170912,58000,11,,,,,,,,
14261, M,56,20180522,49000,9,,,,,,,,
14262, M,50,20130918,69000,13,,,,,,,,
14263, M,46,20160611,36000,35,,,,,,,,
14264, F,78,20171130,78000,45,,,,,,,,
14265, M,19,20180302,67000,21,,,,,,,,
14266, M,24,20180705,71000,45,,,,,,,,
14267, M,58,20170806,113000,24,,,,,,,,
14268, M,19,20180123,40000,55,,,,,,,,
14269, F,76,20170927,119000,15,,,,,,,,
14270, F,59,20171010,40000,10,,,,,,,,
14271, M,34,20180210,70000,11,,,,,,,,
14272, F,78,20171121,73000,44,,,,,,,,
14273, F,44,20171120,31000,63,,,,,,,,
14274, F,46,20170807,49000,18,,,,,,,,
14275, M,25,20170401,66000,33,,,,,,,,
14276, M,53,20151021,75000,16,,,,,,,,
14277, M,30,20180327,38000,29,,,,,,,,
14278, F,68,20180529,92000,5,,,,,,,,
14279, F,70,20170929,99000,8,,,,,,,,
14280, M,71,20180628,32000,4,,,,,,,,
14281, M,97,20171215,60000,7,,,,,,,,
14282, F,82,20171213,74000,23,,,,,,,,
14283, F,58,20161210,109000,12,,,,,,,,
14284, M,55,20160508,40000,6,,,,,,,,
14285, F,32,20170521,68000,4,,,,,,,,
14286, M,62,20170116,74000,4,,,,,,,,
14287, M,31,20160802,55000,8,,,,,,,,
14288, M,65,20171218,36000,10,,,,,,,,
14289, M,41,20170404,66000,22,,,,,,,,
14290, M,41,20170916,48000,15,,,,,,,,
14291, F,55,20150920,53000,7,,,,,,,,
14292, M,56,20170604,85000,22,,,,,,,,
14293, M,47,20150908,99000,15,,,,,,,,
14294, M,44,20170224,42000,20,,,,,,,,
14295, M,29,20151115,62000,10,,,,,,,,
14296, F,77,20161020,112000,6,,,,,,,,
14297, M,83,20160103,47000,6,,,,,,,,
14298, O,49,20171116,91000,5,,,,,,,,
14299, M,66,20170831,78000,19,,,,,,,,
14300, M,24,20170815,33000,4,,,,,,,,
14301, M,33,20160509,72000,15,,,,,,,,
14302, M,67,20171031,68000,4,,,,,,,,
14303, F,49,20180212,68000,28,,,,,,,,
14304, F,57,20160618,49000,13,,,,,,,,
14305, M,71,20140927,91000,31,,,,,,,,
14306, F,68,20171219,98000,15,,,,,,,,
14307, M,48,20160818,92000,7,,,,,,,,
14308, M,71,20171124,97000,6,,,,,,,,
14309, M,63,20180328,62000,4,,,,,,,,
14310, M,53,20170209,54000,5,,,,,,,,
14311, M,50,20161125,91000,4,,,,,,,,
14312, M,69,20170405,81000,5,,,,,,,,
14313, F,37,20170925,57000,4,,,,,,,,
14314, F,70,20161102,79000,9,,,,,,,,
14315, F,56,20171020,44000,45,,,,,,,,
14316, M,57,20150425,74000,10,,,,,,,,
14317, M,48,20180527,36000,6,,,,,,,,
14318, F,68,20160423,73000,7,,,,,,,,
14319, F,57,20170824,95000,25,,,,,,,,
14320, F,63,20180621,111000,6,,,,,,,,
14321, F,85,20160208,77000,49,,,,,,,,
14322, M,81,20141205,58000,10,,,,,,,,
14323, F,67,20160907,54000,6,,,,,,,,
14324, M,48,20170926,84000,7,,,,,,,,
14325, M,48,20171230,55000,20,,,,,,,,
14326, M,56,20140806,52000,9,,,,,,,,
14327, M,26,20180726,45000,61,,,,,,,,
14328, F,64,20170615,113000,6,,,,,,,,
14329, F,42,20170731,38000,13,,,,,,,,
14330, F,57,20180410,99000,43,,,,,,,,
14331, M,64,20160529,42000,5,,,,,,,,
14332, F,50,20171103,71000,54,,,,,,,,
14333, M,73,20170820,33000,18,,,,,,,,
14334, M,66,20180702,53000,6,,,,,,,,
14335, M,38,20171225,64000,20,,,,,,,,
14336, M,85,20170731,59000,4,,,,,,,,
14337, M,31,20160308,66000,6,,,,,,,,
14338, M,24,20170422,56000,13,,,,,,,,
14339, F,27,20160113,53000,8,,,,,,,,
14340, F,67,20170213,36000,4,,,,,,,,
14341, F,86,20170622,73000,6,,,,,,,,
14342, M,23,20180323,45000,7,,,,,,,,
14343, M,41,20171102,56000,22,,,,,,,,
14344, M,44,20170926,60000,9,,,,,,,,
14345, M,52,20160621,95000,13,,,,,,,,
14346, M,49,20180228,74000,8,,,,,,,,
14347, F,63,20170808,60000,8,,,,,,,,
14348, F,67,20171205,62000,4,,,,,,,,
14349, F,68,20170206,115000,4,,,,,,,,
14350, M,27,20131231,42000,46,,,,,,,,
14351, M,25,20180402,65000,21,,,,,,,,
14352, M,66,20180406,61000,12,,,,,,,,
14353, M,36,20170617,35000,6,,,,,,,,
14354, M,52,20180501,38000,10,,,,,,,,
14355, F,64,20151115,97000,15,,,,,,,,
14356, M,54,20160612,38000,4,,,,,,,,
14357, F,82,20160117,74000,20,,,,,,,,
14358, M,53,20180710,72000,27,,,,,,,,
14359, M,63,20140609,47000,36,,,,,,,,
14360, F,56,20170819,116000,7,,,,,,,,
14361, F,76,20151210,100000,7,,,,,,,,
14362, M,22,20140329,35000,8,,,,,,,,
14363, M,40,20151031,37000,9,,,,,,,,
14364, M,27,20171202,39000,33,,,,,,,,
14365, M,51,20180722,61000,14,,,,,,,,
14366, M,48,20180717,32000,23,,,,,,,,
14367, M,59,20180425,84000,57,,,,,,,,
14368, F,51,20150917,61000,23,,,,,,,,
14369, F,61,20170220,107000,26,,,,,,,,
14370, M,54,20161210,52000,49,,,,,,,,
14371, F,61,20180417,92000,21,,,,,,,,
14372, F,64,20160813,66000,6,,,,,,,,
14373, F,63,20180109,67000,11,,,,,,,,
14374, M,66,20151030,72000,13,,,,,,,,
14375, F,58,20170812,111000,58,,,,,,,,
14376, M,28,20171020,34000,6,,,,,,,,
14377, M,54,20180312,40000,17,,,,,,,,
14378, M,40,20170730,37000,11,,,,,,,,
14379, F,21,20140130,34000,8,,,,,,,,
14380, F,76,20151209,86000,5,,,,,,,,
14381, M,45,20160712,53000,7,,,,,,,,
14382, M,21,20171001,50000,8,,,,,,,,
14383, M,66,20171030,58000,62,,,,,,,,
14384, M,43,20180708,37000,16,,,,,,,,
14385, M,42,20171221,59000,9,,,,,,,,
14386, M,60,20160116,51000,24,,,,,,,,
14387, M,59,20160619,101000,11,,,,,,,,
14388, M,52,20171019,53000,43,,,,,,,,
14389, M,23,20151116,31000,4,,,,,,,,
14390, M,44,20180608,58000,4,,,,,,,,
14391, M,66,20180306,65000,10,,,,,,,,
14392, M,71,20171021,98000,29,,,,,,,,
14393, F,25,20180704,63000,14,,,,,,,,
14394, F,34,20171027,37000,17,,,,,,,,
14395, M,57,20171023,40000,12,,,,,,,,
14396, M,51,20180403,39000,45,,,,,,,,
14397, M,62,20171220,57000,35,,,,,,,,
14398, F,69,20141113,34000,5,,,,,,,,
14399, F,85,20160814,61000,76,,,,,,,,
14400, M,91,20170202,91000,19,,,,,,,,
14401, M,19,20150804,54000,27,,,,,,,,
14402, M,64,20160529,82000,8,,,,,,,,
14403, F,79,20160621,71000,4,,,,,,,,
14404, M,40,20171126,48000,6,,,,,,,,
14405, M,71,20180227,45000,4,,,,,,,,
14406, F,82,20160326,97000,25,,,,,,,,
14407, M,73,20160106,59000,40,,,,,,,,
14408, M,63,20180709,67000,5,,,,,,,,
14409, M,39,20171112,50000,8,,,,,,,,
14410, M,27,20180620,62000,24,,,,,,,,
14411, F,66,20160213,52000,7,,,,,,,,
14412, F,75,20150607,44000,22,,,,,,,,
14413, F,47,20150813,33000,22,,,,,,,,
14414, F,50,20171030,105000,100,,,,,,,,
14415, F,26,20180419,51000,6,,,,,,,,
14416, M,81,20180309,81000,40,,,,,,,,
14417, F,46,20171012,31000,6,,,,,,,,
14418, F,54,20170131,107000,70,,,,,,,,
14419, F,51,20170604,71000,5,,,,,,,,
14420, F,55,20180117,35000,8,,,,,,,,
14421, M,19,20170901,43000,9,,,,,,,,
14422, M,69,20160924,55000,10,,,,,,,,
14423, M,59,20131124,52000,18,,,,,,,,
14424, M,63,20160824,99000,12,,,,,,,,
14425, F,70,20170817,109000,5,,,,,,,,
14426, F,35,20170728,74000,7,,,,,,,,
14427, F,76,20160216,104000,5,,,,,,,,
14428, M,52,20160912,50000,80,,,,,,,,
14429, M,55,20160318,109000,8,,,,,,,,
14430, F,45,20171007,66000,12,,,,,,,,
14431, M,64,20180307,89000,8,,,,,,,,
14432, M,55,20170917,34000,11,,,,,,,,
14433, F,49,20170924,84000,7,,,,,,,,
14434, F,54,20170317,95000,6,,,,,,,,
14435, F,54,20170616,71000,54,,,,,,,,
14436, F,62,20170715,66000,55,,,,,,,,
14437, M,89,20170727,53000,100,,,,,,,,
14438, F,58,20171006,69000,67,,,,,,,,
14439, F,51,20171029,95000,5,,,,,,,,
14440, M,37,20170816,44000,5,,,,,,,,
14441, M,69,20160630,92000,4,,,,,,,,
14442, M,50,20160530,86000,9,,,,,,,,
14443, M,39,20130820,47000,18,,,,,,,,
14444, F,93,20171117,64000,19,,,,,,,,
14445, M,37,20171226,86000,17,,,,,,,,
14446, M,59,20180415,47000,10,,,,,,,,
14447, M,47,20170302,56000,21,,,,,,,,
14448, M,25,20170921,74000,26,,,,,,,,
14449, F,57,20180713,107000,23,,,,,,,,
14450, F,47,20150719,99000,14,,,,,,,,
14451, M,80,20170925,73000,7,,,,,,,,
14452, M,88,20160221,51000,26,,,,,,,,
14453, M,51,20140804,68000,14,,,,,,,,
14454, F,79,20180708,90000,5,,,,,,,,
14455, M,51,20171019,33000,26,,,,,,,,
14456, M,69,20140109,69000,14,,,,,,,,
14457, M,81,20170110,56000,6,,,,,,,,
14458, M,49,20170904,32000,8,,,,,,,,
14459, M,44,20170807,50000,40,,,,,,,,
14460, F,72,20161116,33000,11,,,,,,,,
14461, F,39,20170717,45000,6,,,,,,,,
14462, F,60,20170906,30000,11,,,,,,,,
14463, M,50,20180514,62000,4,,,,,,,,
14464, M,58,20180224,65000,7,,,,,,,,
14465, M,34,20170922,64000,5,,,,,,,,
14466, M,48,20171213,40000,5,,,,,,,,
14467, M,66,20150707,32000,12,,,,,,,,
14468, M,60,20170131,44000,7,,,,,,,,
14469, M,78,20151202,82000,4,,,,,,,,
14470, M,29,20170817,58000,26,,,,,,,,
14471, F,57,20150815,78000,23,,,,,,,,
14472, F,82,20171228,107000,9,,,,,,,,
14473, F,74,20180109,89000,34,,,,,,,,
14474, M,55,20171005,61000,38,,,,,,,,
14475, F,49,20180106,67000,8,,,,,,,,
14476, F,38,20180522,50000,47,,,,,,,,
14477, M,66,20170228,59000,35,,,,,,,,
14478, M,55,20180704,52000,20,,,,,,,,
14479, M,52,20180721,74000,20,,,,,,,,
14480, M,43,20170809,69000,13,,,,,,,,
14481, F,23,20180515,43000,42,,,,,,,,
14482, F,49,20151215,73000,6,,,,,,,,
14483, M,44,20180108,67000,28,,,,,,,,
14484, M,52,20130818,94000,29,,,,,,,,
14485, M,43,20151105,37000,20,,,,,,,,
14486, F,52,20180319,64000,11,,,,,,,,
14487, F,53,20171114,94000,39,,,,,,,,
14488, F,55,20151016,103000,4,,,,,,,,
14489, M,68,20171210,75000,100,,,,,,,,
14490, O,89,20180529,88000,24,,,,,,,,
14491, F,99,20180103,74000,34,,,,,,,,
14492, F,75,20170830,76000,7,,,,,,,,
14493, M,29,20171215,65000,92,,,,,,,,
14494, M,74,20160306,54000,33,,,,,,,,
14495, F,52,20170312,42000,32,,,,,,,,
14496, M,27,20180227,52000,8,,,,,,,,
14497, M,19,20171022,57000,24,,,,,,,,
14498, O,70,20171228,55000,5,,,,,,,,
14499, M,61,20150202,65000,23,,,,,,,,
14500, F,78,20171220,92000,11,,,,,,,,
14501, M,48,20151008,74000,24,,,,,,,,
14502, M,55,20171129,52000,8,,,,,,,,
14503, M,48,20161127,33000,6,,,,,,,,
14504, M,73,20170827,54000,55,,,,,,,,
14505, F,32,20170220,41000,47,,,,,,,,
14506, M,91,20131215,49000,29,,,,,,,,
14507, M,69,20170120,60000,23,,,,,,,,
14508, F,51,20161204,79000,10,,,,,,,,
14509, F,63,20180104,59000,28,,,,,,,,
14510, M,31,20180420,59000,45,,,,,,,,
14511, M,63,20161220,31000,4,,,,,,,,
14512, F,55,20160405,89000,16,,,,,,,,
14513, F,47,20160515,48000,19,,,,,,,,
14514, F,20,20151205,65000,9,,,,,,,,
14515, F,46,20131010,84000,41,,,,,,,,
14516, M,34,20180122,48000,59,,,,,,,,
14517, M,62,20170430,63000,26,,,,,,,,
14518, M,46,20180527,53000,15,,,,,,,,
14519, M,54,20171004,94000,7,,,,,,,,
14520, M,61,20160604,106000,4,,,,,,,,
14521, M,49,20180409,68000,20,,,,,,,,
14522, O,49,20161028,79000,26,,,,,,,,
14523, M,51,20150124,75000,13,,,,,,,,
14524, F,57,20160421,52000,11,,,,,,,,
14525, F,29,20161123,51000,6,,,,,,,,
14526, F,58,20150922,53000,13,,,,,,,,
14527, M,67,20180622,73000,11,,,,,,,,
14528, F,74,20170920,104000,29,,,,,,,,
14529, F,67,20160507,61000,38,,,,,,,,
14530, M,60,20171212,31000,50,,,,,,,,
14531, M,40,20140603,99000,5,,,,,,,,
14532, F,46,20170205,87000,16,,,,,,,,
14533, M,61,20180504,56000,9,,,,,,,,
14534, F,72,20180301,85000,11,,,,,,,,
14535, M,71,20180127,95000,5,,,,,,,,
14536, F,63,20170115,59000,11,,,,,,,,
14537, M,72,20140126,66000,8,,,,,,,,
14538, M,69,20160501,47000,14,,,,,,,,
14539, F,87,20151109,99000,13,,,,,,,,
14540, M,89,20160808,53000,18,,,,,,,,
14541, O,76,20180320,52000,7,,,,,,,,
14542, F,60,20170126,73000,23,,,,,,,,
14543, F,55,20160515,118000,6,,,,,,,,
14544, F,59,20160226,70000,8,,,,,,,,
14545, M,37,20180125,43000,5,,,,,,,,
14546, F,60,20180628,88000,8,,,,,,,,
14547, M,58,20140405,67000,6,,,,,,,,
14548, M,33,20150308,51000,7,,,,,,,,
14549, M,85,20160101,47000,28,,,,,,,,
14550, M,50,20160712,96000,4,,,,,,,,
14551, M,41,20151206,88000,15,,,,,,,,
14552, M,53,20170916,35000,72,,,,,,,,
14553, O,49,20170607,56000,58,,,,,,,,
14554, M,31,20170829,52000,6,,,,,,,,
14555, M,52,20160702,42000,11,,,,,,,,
14556, F,54,20171002,107000,29,,,,,,,,
14557, M,60,20151207,70000,8,,,,,,,,
14558, F,65,20161215,117000,5,,,,,,,,
14559, F,50,20171208,86000,14,,,,,,,,
14560, M,81,20160414,84000,12,,,,,,,,
14561, F,70,20170922,74000,9,,,,,,,,
14562, M,34,20161203,61000,4,,,,,,,,
14563, F,68,20171112,75000,10,,,,,,,,
14564, M,29,20180220,35000,5,,,,,,,,
14565, M,59,20180527,45000,38,,,,,,,,
14566, M,56,20160728,75000,19,,,,,,,,
14567, F,94,20170131,77000,4,,,,,,,,
14568, M,62,20160512,64000,5,,,,,,,,
14569, M,38,20180111,83000,8,,,,,,,,
14570, M,55,20170820,55000,7,,,,,,,,
14571, F,57,20160714,92000,14,,,,,,,,
14572, M,52,20161024,69000,7,,,,,,,,
14573, M,70,20180117,59000,28,,,,,,,,
14574, F,56,20180105,36000,6,,,,,,,,
14575, M,61,20170829,99000,13,,,,,,,,
14576, F,70,20170516,56000,12,,,,,,,,
14577, M,56,20180226,34000,13,,,,,,,,
14578, F,68,20150824,83000,6,,,,,,,,
14579, M,44,20170412,49000,18,,,,,,,,
14580, F,36,20140529,50000,21,,,,,,,,
14581, F,49,20160522,79000,5,,,,,,,,
14582, M,72,20160628,106000,8,,,,,,,,
14583, F,85,20170905,37000,4,,,,,,,,
14584, M,33,20170926,40000,12,,,,,,,,
14585, M,53,20180427,71000,5,,,,,,,,
14586, F,58,20170918,94000,7,,,,,,,,
14587, F,68,20160707,31000,25,,,,,,,,
14588, F,83,20170430,72000,21,,,,,,,,
14589, M,24,20171027,58000,13,,,,,,,,
14590, F,88,20180108,51000,30,,,,,,,,
14591, M,63,20170813,71000,13,,,,,,,,
14592, M,37,20170307,72000,6,,,,,,,,
14593, F,67,20180520,71000,24,,,,,,,,
14594, F,27,20171220,47000,7,,,,,,,,
14595, M,76,20150926,52000,11,,,,,,,,
14596, M,73,20171024,33000,7,,,,,,,,
14597, O,51,20160707,55000,53,,,,,,,,
14598, F,53,20170117,91000,25,,,,,,,,
14599, M,54,20150305,92000,5,,,,,,,,
14600, F,86,20150930,74000,20,,,,,,,,
14601, M,48,20131225,56000,10,,,,,,,,
14602, F,87,20151216,76000,5,,,,,,,,
14603, M,38,20160729,37000,49,,,,,,,,
14604, F,33,20170803,40000,8,,,,,,,,
14605, O,56,20180221,52000,12,,,,,,,,
14606, M,42,20170504,87000,4,,,,,,,,
14607, F,49,20180403,75000,7,,,,,,,,
14608, F,37,20151123,32000,6,,,,,,,,
14609, F,39,20150731,55000,6,,,,,,,,
14610, M,61,20141108,66000,11,,,,,,,,
14611, F,60,20161128,67000,4,,,,,,,,
14612, F,100,20171019,42000,4,,,,,,,,
14613, F,80,20171007,83000,7,,,,,,,,
14614, F,70,20171022,65000,5,,,,,,,,
14615, M,58,20170604,79000,8,,,,,,,,
14616, M,60,20170324,98000,5,,,,,,,,
14617, M,36,20150311,69000,58,,,,,,,,
14618, F,62,20180721,107000,8,,,,,,,,
14619, M,70,20180604,75000,4,,,,,,,,
14620, M,38,20170921,65000,9,,,,,,,,
14621, M,48,20180212,36000,5,,,,,,,,
14622, M,20,20171214,49000,12,,,,,,,,
14623, F,66,20171019,83000,27,,,,,,,,
14624, M,26,20180420,75000,6,,,,,,,,
14625, M,19,20140421,43000,5,,,,,,,,
14626, F,60,20170908,64000,9,,,,,,,,
14627, F,45,20180328,56000,5,,,,,,,,
14628, M,39,20180627,39000,6,,,,,,,,
14629, F,33,20180119,68000,4,,,,,,,,
14630, F,48,20180516,60000,15,,,,,,,,
14631, M,44,20171204,69000,37,,,,,,,,
14632, M,67,20170926,56000,31,,,,,,,,
14633, F,39,20171022,88000,9,,,,,,,,
14634, F,37,20161230,35000,12,,,,,,,,
14635, M,59,20170929,79000,5,,,,,,,,
14636, M,21,20160930,47000,20,,,,,,,,
14637, M,46,20171216,73000,8,,,,,,,,
14638, M,59,20151003,63000,15,,,,,,,,
14639, F,52,20170125,96000,11,,,,,,,,
14640, M,48,20171028,40000,27,,,,,,,,
14641, F,85,20170804,43000,17,,,,,,,,
14642, M,62,20180303,63000,4,,,,,,,,
14643, M,21,20160428,42000,4,,,,,,,,
14644, M,52,20180410,91000,4,,,,,,,,
14645, F,57,20170811,83000,7,,,,,,,,
14646, F,21,20170923,36000,62,,,,,,,,
14647, M,78,20171031,90000,5,,,,,,,,
14648, F,53,20160228,112000,22,,,,,,,,
14649, M,39,20160726,72000,8,,,,,,,,
14650, M,60,20180505,37000,8,,,,,,,,
14651, F,47,20180715,57000,10,,,,,,,,
14652, M,62,20160204,96000,7,,,,,,,,
14653, F,40,20180425,56000,9,,,,,,,,
14654, F,50,20161013,108000,13,,,,,,,,
14655, F,66,20160201,73000,44,,,,,,,,
14656, F,50,20170804,76000,4,,,,,,,,
14657, M,38,20180223,66000,5,,,,,,,,
14658, M,42,20171027,33000,4,,,,,,,,
14659, M,33,20171229,31000,18,,,,,,,,
14660, F,80,20171209,75000,15,,,,,,,,
14661, M,32,20150108,40000,5,,,,,,,,
14662, M,19,20140303,53000,4,,,,,,,,
14663, M,57,20180205,75000,14,,,,,,,,
14664, F,66,20160919,92000,14,,,,,,,,
14665, F,22,20170928,36000,70,,,,,,,,
14666, F,92,20180721,72000,6,,,,,,,,
14667, M,66,20161020,84000,18,,,,,,,,
14668, M,28,20151206,50000,32,,,,,,,,
14669, M,40,20150323,62000,100,,,,,,,,
14670, M,30,20171018,62000,21,,,,,,,,
